SeqName: ORFS:ptns	Description hits against Uniprotkb Nematodes	Length	#Hits	e-Value	sim mean										
comp10121_c0_seq2|m.11587	tr:u6p220_haecou6p220 ww rsp5 wwp and unconventional myosin plant kinesin protein non-motor protein conserved region 4 and domain containing protein os=haemonchus contortus gn=hcoi_00896200 pe=4 sv=1	614	20	0.0E0	76.05%										
comp10122_c0_seq1|m.11590	---NA---	123	0	-	-										
comp10122_c0_seq1|m.11588	tr:a0a0d8xnm5_dicvia0a0d8xnm5 u2 snrnp auxilliary large splicing factor os=dictyocaulus viviparus gn=dicviv_08566 pe=4 sv=1	501	20	0.0E0	90.8%										
comp10122_c0_seq2|m.11592	tr:a0a0d8xnm5_dicvia0a0d8xnm5 u2 snrnp auxilliary large splicing factor os=dictyocaulus viviparus gn=dicviv_08566 pe=4 sv=1	334	20	2.5E-162	90.25%										
comp10123_c0_seq1|m.11597	tr:a8x4d7_caebra8x4d7 protein cbg07646 os=caenorhabditis briggsae gn=cbg07646 pe=4 sv=1	410	20	0.0E0	74.8%										
comp10123_c0_seq2|m.11599	tr:a8x4d7_caebra8x4d7 protein cbg07646 os=caenorhabditis briggsae gn=cbg07646 pe=4 sv=1	414	20	0.0E0	75.15%										
comp10126_c0_seq2|m.11603	tr:u6pxs4_haecou6pxs4 vacuolar protein sorting-associated protein 35 domain containing protein os=haemonchus contortus gn=hcoi_00165000 pe=4 sv=1	805	20	0.0E0	81.2%										
comp10127_c0_seq1|m.11604	tr:a0a0d8y2z3_dicvia0a0d8y2z3 probable cytosolic iron-sulfur protein assembly protein ciao1 homolog os=dictyocaulus viviparus gn=dicviv_02752 pe=3 sv=1	135	20	1.1E-45	67.75%										
comp10128_c0_seq1|m.11606	tr:u1m833_ascsuu1m833 factor viii intron 22 protein os=ascaris suum gn=asu_11374 pe=4 sv=1	330	19	3.9E-132	59.79%										
comp10129_c0_seq1|m.11608	tr:u6nsr2_haecou6nsr2 thiamin pyrophosphokinase domain containing protein os=haemonchus contortus gn=hcoi_00563600 pe=4 sv=1	130	20	5.2E-55	66.75%										
comp10129_c0_seq1|m.11607	tr:a0a0d8xt24_dicvia0a0d8xt24 thiamine diphosphokinase os=dictyocaulus viviparus gn=dicviv_06943 pe=4 sv=1	142	20	1.7E-54	73.75%										
comp10130_c0_seq1|m.11609	tr:a0a0d8xjp4_dicvia0a0d8xjp4 rft protein os=dictyocaulus viviparus gn=dicviv_09200 pe=4 sv=1	258	20	1.3E-118	79.75%										
comp10130_c0_seq3|m.11610	tr:a0a0d6lz35_9bilaa0a0d6lz35 rft protein os=ancylostoma ceylanicum gn=anccey_03810 pe=4 sv=1	130	20	1.9E-44	76.4%										
comp10132_c0_seq3|m.11613	tr:u6p2v8_haecou6p2v8 protein os=haemonchus contortus gn=hcoi_00782300 pe=4 sv=1	193	20	4.6E-97	84.25%										
comp10132_c0_seq4|m.11614	tr:u6p2v8_haecou6p2v8 protein os=haemonchus contortus gn=hcoi_00782300 pe=4 sv=1	121	20	4.1E-59	85.15%										
comp10133_c0_seq1|m.11615	tr:a8xji4_caebra8xji4 protein cbr-dhs-27 os=caenorhabditis briggsae gn=dhs-27 pe=3 sv=2	318	20	1.2E-126	79.85%										
comp10134_c0_seq1|m.11616	tr:u6p7s1_haecou6p7s1 isocitrate dehydrogenase	422	20	0.0E0	92.9%										
comp10135_c0_seq1|m.11617	tr:a0a0f5ciy8_pripaa0a0f5ciy8 ska-1 os=pristionchus pacificus gn=pripac_9176 pe=4 sv=1	260	20	5.0E-102	59.55%										
comp10138_c0_seq1|m.11618	tr:u6pag3_haecou6pag3 ctf transcription factor nuclear factor 1 and mad homology 1 domain containing protein os=haemonchus contortus gn=hcoi_01452900 pe=4 sv=1	900	20	0.0E0	76.85%										
comp10139_c0_seq1|m.11620	tr:a0a0d8y383_dicvia0a0d8y383 class ii aldolase and adducin domain protein os=dictyocaulus viviparus gn=dicviv_03229 pe=4 sv=1	1058	20	0.0E0	70.05%										
comp10140_c0_seq1|m.11622	tr:w6nxv6_haecow6nxv6 snare-associated protein snapin os=haemonchus contortus gn=hcoi_01909100 pe=4 sv=1	122	20	1.7E-66	78.25%										
comp10140_c0_seq2|m.11623	tr:w6nxv6_haecow6nxv6 snare-associated protein snapin os=haemonchus contortus gn=hcoi_01909100 pe=4 sv=1	141	20	5.1E-44	77.65%										
comp10141_c0_seq1|m.11624	tr:a0a0d8x9b8_dicvia0a0d8x9b8 zinc c4 type os=dictyocaulus viviparus gn=dicviv_12862 pe=3 sv=1	435	20	0.0E0	79.45%										
comp10141_c0_seq2|m.11625	tr:a0a0d8x9b8_dicvia0a0d8x9b8 zinc c4 type os=dictyocaulus viviparus gn=dicviv_12862 pe=3 sv=1	435	20	0.0E0	79.2%										
comp10142_c0_seq1|m.11626	---NA---	106	0	-	-										
comp10142_c0_seq2|m.11627	---NA---	116	0	-	-										
comp10142_c0_seq3|m.11628	tr:u6nyf8_haecou6nyf8 zinc finger domain containing protein os=haemonchus contortus gn=hcoi_00726900 pe=4 sv=1	185	20	1.3E-67	79.05%										
comp10142_c0_seq3|m.11630	---NA---	99	0	-	-										
comp10144_c0_seq1|m.11634	tr:u6puq4_haecou6puq4 c2 calcium-dependent membrane targeting and ww rsp5 wwp and hect domain containing protein os=haemonchus contortus gn=hcoi_02101800 pe=4 sv=1	749	20	0.0E0	81.8%										
comp10144_c0_seq2|m.11635	tr:u6puq4_haecou6puq4 c2 calcium-dependent membrane targeting and ww rsp5 wwp and hect domain containing protein os=haemonchus contortus gn=hcoi_02101800 pe=4 sv=1	729	20	0.0E0	83.2%										
comp10145_c0_seq1|m.11637	tr:u6pxs4_haecou6pxs4 vacuolar protein sorting-associated protein 35 domain containing protein os=haemonchus contortus gn=hcoi_00165000 pe=4 sv=1	802	20	0.0E0	80.75%										
comp10147_c0_seq1|m.11640	---NA---	127	0	-	-										
comp10147_c0_seq2|m.11641	tr:a8xyz3_caebra8xyz3 protein cbg20929 os=caenorhabditis briggsae gn=cbg20929 pe=4 sv=2	304	20	9.7E-138	82.95%										
comp10148_c0_seq1|m.11643	tr:u6nx29_haecou6nx29 vps52 sac2 domain containing protein os=haemonchus contortus gn=hcoi_00559000 pe=4 sv=1	416	20	0.0E0	80.75%										
comp10148_c0_seq1|m.11644	tr:a0a0c2gn52_9bilaa0a0c2gn52 vps52 sac2 family protein os=ancylostoma duodenale gn=ancduo_06986 pe=4 sv=1	319	20	3.8E-152	77.75%										
comp10149_c0_seq1|m.11646	tr:u6pgy0_haecou6pgy0 leucine rich repeat family protein os=haemonchus contortus gn=hcoi_01517500 pe=4 sv=1	788	20	0.0E0	73.85%										
comp10150_c0_seq1|m.11647	tr:a0a0d8xj69_dicvia0a0d8xj69 sulfhydryl oxidase os=dictyocaulus viviparus gn=dicviv_10174 pe=4 sv=1	342	20	9.0E-126	60.95%										
comp10150_c0_seq2|m.11648	tr:a0a0d8xj69_dicvia0a0d8xj69 sulfhydryl oxidase os=dictyocaulus viviparus gn=dicviv_10174 pe=4 sv=1	594	20	0.0E0	59.55%										
comp10151_c0_seq2|m.11650	tr:u6pme0_haecou6pme0 swib mdm2 domain containing protein os=haemonchus contortus gn=hcoi_00745100 pe=4 sv=1	470	20	0.0E0	85.55%										
comp10152_c0_seq3|m.11657	tr:d0vwm5_caeeld0vwm5 isoform k os=caenorhabditis elegans gn= pe=1 sv=1	653	20	5.5E-91	71.2%										
comp10153_c0_seq1|m.11660	tr:w6nbb9_haecow6nbb9 patched domain containing protein os=haemonchus contortus gn=hcoi_00341700 pe=4 sv=1	840	20	0.0E0	65.65%										
comp10154_c0_seq1|m.11661	tr:u6nu58_haecou6nu58 loc443605 protein os=haemonchus contortus gn=hcoi_00820400 pe=4 sv=1	500	20	0.0E0	71.95%										
comp10155_c0_seq2|m.11665	tr:a0a0h5s978_brumaa0a0h5s978 bm10223 os=brugia malayi gn=bm10223 pe=4 sv=1	103	8	3.8E-37	72.25%										
comp10157_c0_seq1|m.11668	tr:a0a016x157_9bilaa0a016x157 palmitoyltransferase os=ancylostoma ceylanicum gn= pe=3 sv=1	173	20	3.0E-57	67%										
comp10157_c0_seq2|m.11670	tr:a0a016x157_9bilaa0a016x157 palmitoyltransferase os=ancylostoma ceylanicum gn= pe=3 sv=1	437	20	0.0E0	69.1%										
comp10158_c0_seq1|m.11672	tr:w2t7c2_necamw2t7c2 aldehyde dehydrogenase family protein os=necator americanus gn=necame_03321 pe=3 sv=1	509	20	0.0E0	81.9%										
comp10161_c0_seq1|m.11675	tr:u6ptd0_haecou6ptd0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_793 os=haemonchus contortus gn=hcoi_02054900 pe=4 sv=1	318	8	1.5E-80	59.13%										
comp10163_c0_seq1|m.11678	tr:a0a0d8xng6_dicvia0a0d8xng6 gnt-i family protein os=dictyocaulus viviparus gn=dicviv_08610 pe=4 sv=1	453	20	0.0E0	70.6%										
comp10165_c0_seq1|m.11683	tr:u6nvw1_haecou6nvw1 sea domain containing protein os=haemonchus contortus gn=hcoi_00604300 pe=4 sv=1	845	20	1.8E-89	65.1%										
comp10166_c0_seq1|m.11684	---NA---	114	0	-	-										
comp10167_c0_seq1|m.11685	tr:u6nph1_haecou6nph1 protein isoform b os=haemonchus contortus gn=hcoi_00300700 pe=4 sv=1	333	20	2.0E-147	81.7%										
comp10168_c0_seq1|m.11687	tr:u6nl59_haecou6nl59 tyrosine protein kinase domain containing protein os=haemonchus contortus gn=hcoi_00365300 pe=4 sv=1	253	20	2.4E-95	69.05%										
comp10168_c0_seq2|m.11688	tr:u6nl59_haecou6nl59 tyrosine protein kinase domain containing protein os=haemonchus contortus gn=hcoi_00365300 pe=4 sv=1	262	20	2.5E-101	68.9%										
comp10170_c0_seq1|m.11690	tr:u6q0p9_haecou6q0p9 madf and serine threonine protein kinase-related domain containing protein os=haemonchus contortus gn=hcoi_00021200 pe=4 sv=1	426	20	0.0E0	78.7%										
comp10170_c0_seq2|m.11691	tr:u6nva4_haecou6nva4 madf domain containing protein os=haemonchus contortus gn=hcoi_00660900 pe=4 sv=1	105	5	7.5E-27	91.4%										
comp10171_c0_seq1|m.11692	tr:a0a0d6lqm9_9bilaa0a0d6lqm9 patched family protein os=ancylostoma ceylanicum gn=anccey_08594 pe=4 sv=1	793	20	0.0E0	72.75%										
comp10171_c0_seq2|m.11693	tr:a0a0d6lqm9_9bilaa0a0d6lqm9 patched family protein os=ancylostoma ceylanicum gn=anccey_08594 pe=4 sv=1	304	20	8.1E-142	73.5%										
comp10172_c0_seq2|m.11695	tr:a0a0d6mbp7_9bilaa0a0d6mbp7 sh2 domain protein os=ancylostoma ceylanicum gn=anccey_00438 pe=4 sv=1	102	20	1.9E-35	74.75%										
comp10173_c0_seq1|m.11697	tr:u6nwb8_haecou6nwb8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1686 os=haemonchus contortus gn=hcoi_00505600 pe=4 sv=1	390	20	2.6E-61	60.6%										
comp10173_c0_seq2|m.11698	tr:u6nwb8_haecou6nwb8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1686 os=haemonchus contortus gn=hcoi_00505600 pe=4 sv=1	413	20	2.5E-71	60.6%										
comp10174_c0_seq1|m.11699	tr:a0a0d8ycj5_dicvia0a0d8ycj5 poly-u binding splicing half-pint family os=dictyocaulus viviparus gn=dicviv_00188 pe=4 sv=1	781	20	0.0E0	74.25%										
comp10176_c0_seq1|m.11707	tr:a0a0b1ts11_oesdea0a0b1ts11 trna-dihydrouridine synthase os=oesophagostomum dentatum gn=oesden_01878 pe=3 sv=1	321	20	1.8E-144	81.15%										
comp10176_c0_seq4|m.11710	tr:u6nwj6_haecou6nwj6 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_17 os=haemonchus contortus gn=hcoi_00776700 pe=4 sv=1	230	20	4.9E-91	82.95%										
comp10177_c0_seq1|m.11711	tr:u6p7a0_haecou6p7a0 tetratricopeptide tpr-1 and tetratricopeptide tpr2 domain containing protein os=haemonchus contortus gn=hcoi_00835800 pe=4 sv=1	1115	20	0.0E0	88.8%										
comp10178_c0_seq1|m.11712	tr:w6ndz3_haecow6ndz3 major sperm protein os=haemonchus contortus gn=hcoi_01343500 pe=3 sv=1	140	20	4.3E-76	99.15%										
comp10179_c0_seq1|m.11717	---NA---	152	0	-	-										
comp10179_c0_seq1|m.11716	tr:u6p9m3_haecou6p9m3 m-phase phosphoprotein 6 domain containing protein os=haemonchus contortus gn=hcoi_01222000 pe=4 sv=1	187	20	8.7E-69	63%										
comp10179_c0_seq2|m.11718	tr:a0a0c2dgg6_9bilaa0a0c2dgg6 nuc173 domain protein os=ancylostoma duodenale gn=ancduo_08181 pe=4 sv=1	1293	20	0.0E0	70.25%										
comp10180_c0_seq1|m.11722	tr:a0a0b1tea5_oesdea0a0b1tea5 snf2 family os=oesophagostomum dentatum gn=oesden_04455 pe=4 sv=1	922	20	0.0E0	77.3%										
comp10181_c0_seq1|m.11723	tr:u6pk12_haecou6pk12 traub domain containing protein os=haemonchus contortus gn=hcoi_01496500 pe=4 sv=1	512	20	3.1E-128	61.3%										
comp10183_c0_seq2|m.11724	tr:u6ppe1_haecou6ppe1 briggsae cbr-lin-33 protein os=haemonchus contortus gn=hcoi_01766800 pe=4 sv=1	161	20	4.3E-78	78.6%										
comp10185_c0_seq1|m.11726	tr:u6p4n3_haecou6p4n3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_291 os=haemonchus contortus gn=hcoi_01150600 pe=4 sv=1	266	15	1.7E-101	71.87%										
comp10186_c0_seq2|m.11727	tr:a0a0d8y1n4_dicvia0a0d8y1n4 elmo ced-12 family protein os=dictyocaulus viviparus gn=dicviv_03089 pe=4 sv=1	281	20	5.6E-104	66.65%										
comp10186_c0_seq3|m.11728	tr:a0a0d8y1n4_dicvia0a0d8y1n4 elmo ced-12 family protein os=dictyocaulus viviparus gn=dicviv_03089 pe=4 sv=1	295	20	4.1E-108	65.5%										
comp10187_c0_seq1|m.11729	tr:e3cu94_caebre3cu94 protein cbg23144 os=caenorhabditis briggsae gn=cbg23144 pe=4 sv=1	368	20	2.0E-127	70.5%										
comp10188_c0_seq2|m.11731	tr:u6pmq2_haecou6pmq2 peptidase c54 and phosphoribosyltransferase domain containing protein os=haemonchus contortus gn=hcoi_01831300 pe=3 sv=1	110	20	5.8E-39	81.1%										
comp10189_c0_seq1|m.11732	tr:a0a0c2g383_9bilaa0a0c2g383 short chain dehydrogenase reductase family protein os=ancylostoma duodenale gn=ancduo_18373 pe=4 sv=1	415	20	0.0E0	83.6%										
comp10190_c0_seq1|m.11733	tr:u6p7c3_haecou6p7c3 fmrfamide-related peptide domain containing protein os=haemonchus contortus gn=hcoi_00485200 pe=4 sv=1	136	20	2.1E-43	68.55%										
comp10191_c0_seq1|m.11736	tr:a0a0d8x765_dicvia0a0d8x765 mov34 mpn pad-1 family protein os=dictyocaulus viviparus gn=dicviv_13665 pe=4 sv=1	315	20	2.7E-175	82.1%										
comp10191_c0_seq2|m.11737	tr:a0a0d8x765_dicvia0a0d8x765 mov34 mpn pad-1 family protein os=dictyocaulus viviparus gn=dicviv_13665 pe=4 sv=1	170	20	1.0E-86	92%										
comp10191_c0_seq3|m.11738	tr:a0a0d8x765_dicvia0a0d8x765 mov34 mpn pad-1 family protein os=dictyocaulus viviparus gn=dicviv_13665 pe=4 sv=1	236	20	1.7E-137	88.05%										
comp10192_c0_seq1|m.11739	tr:u6p0a0_haecou6p0a0 isocitrate dehydrogenase	391	20	0.0E0	85%										
comp10193_c0_seq1|m.11740	TR:A0A0K0D6C4_ANGCAA0A0K0D6C4 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	316	4	4.9E-109	61.75%										
comp10195_c0_seq1|m.11743	tr:a0a0d8xmv9_dicvia0a0d8xmv9 protein-tyrosine phosphatase os=dictyocaulus viviparus gn=dicviv_07981 pe=4 sv=1	360	20	5.8E-158	67.15%										
comp10195_c0_seq2|m.11745	tr:a0a0d8xmv9_dicvia0a0d8xmv9 protein-tyrosine phosphatase os=dictyocaulus viviparus gn=dicviv_07981 pe=4 sv=1	139	20	1.6E-53	70.45%										
comp10196_c0_seq1|m.11746	tr:a0a0d8yad9_dicvia0a0d8yad9 skip snw domain protein os=dictyocaulus viviparus gn=dicviv_00119 pe=4 sv=1	534	20	0.0E0	85.15%										
comp10199_c0_seq1|m.11748	tr:u6nt44_haecou6nt44 protein pde- isoform e os=haemonchus contortus gn=hcoi_00453500 pe=4 sv=1	233	20	6.3E-55	73.7%										
comp10199_c0_seq2|m.11750	tr:u4pri1_caeelu4pri1 pde- isoform h os=caenorhabditis elegans gn=pde-3 pe=1 sv=1	113	20	4.5E-33	82.65%										
comp10199_c0_seq3|m.11751	tr:w2t1d2_necamw2t1d2 3 5 -cyclic nucleotide phosphodiesterase os=necator americanus gn=necame_03899 pe=4 sv=1	461	20	0.0E0	82.05%										
comp10199_c0_seq4|m.11752	sp:pde3_caeelq8i0p7 probable 3 -cyclic phosphodiesterase pde-3 os=caenorhabditis elegans gn=pde-3 pe=3 sv=4	581	20	0.0E0	81.8%										
comp10201_c0_seq1|m.11755	tr:a0a0d8x8l4_dicvia0a0d8x8l4 gmp reductase os=dictyocaulus viviparus gn=dicviv_14111 pe=3 sv=1	163	20	5.0E-66	82.55%										
comp10201_c0_seq2|m.11756	tr:a0a0d6mcn8_9bilaa0a0d6mcn8 gmp reductase os=ancylostoma ceylanicum gn=anccey_01660 pe=3 sv=1	352	20	7.6E-178	88.3%										
comp10202_c0_seq1|m.11758	tr:u6nqv1_haecou6nqv1 briggsae cbr-pqn-20 protein os=haemonchus contortus gn=hcoi_00439300 pe=4 sv=1	468	17	0.0E0	65.41%										
comp10203_c0_seq1|m.11759	tr:u6nwc1_haecou6nwc1 poly polymerase and nucleotidyltransferase domain containing protein os=haemonchus contortus gn=hcoi_00573100 pe=4 sv=1	662	20	0.0E0	76.1%										
comp10204_c0_seq2|m.11761	tr:u6p9h9_haecou6p9h9 heat shock protein domain containing protein os=haemonchus contortus gn=hcoi_01211400 pe=4 sv=1	325	20	2.7E-180	78.2%										
comp10205_c1_seq1|m.11762	tr:w2sg18_necamw2sg18 ibr domain protein os=necator americanus gn=necame_05533 pe=4 sv=1	496	20	0.0E0	79.35%										
comp10205_c1_seq1|m.11764	---NA---	100	0	-	-										
comp10206_c0_seq2|m.11768	tr:u6phq3_haecou6phq3 zinc finger and nhl repeat domain containing protein os=haemonchus contortus gn=hcoi_01254300 pe=4 sv=1	837	20	0.0E0	84.95%										
comp10207_c0_seq1|m.11774	---NA---	245	0	-	-										
comp10207_c0_seq2|m.11775	---NA---	214	0	-	-										
comp10208_c0_seq2|m.11776	tr:a0a0d8y206_dicvia0a0d8y206 tetratricopeptide repeat protein os=dictyocaulus viviparus gn=dicviv_03685 pe=4 sv=1	159	10	1.5E-17	55.4%										
comp10208_c0_seq3|m.11778	tr:a0a0d8y206_dicvia0a0d8y206 tetratricopeptide repeat protein os=dictyocaulus viviparus gn=dicviv_03685 pe=4 sv=1	175	10	5.3E-24	50.4%										
comp10210_c0_seq1|m.11782	tr:u6p172_haecou6p172 tau-tubulin kinase 1 os=haemonchus contortus gn=hcoi_00725700 pe=4 sv=1	334	20	5.9E-138	70.4%										
comp10210_c0_seq2|m.11783	tr:u6p172_haecou6p172 tau-tubulin kinase 1 os=haemonchus contortus gn=hcoi_00725700 pe=4 sv=1	267	20	1.9E-104	70.9%										
comp10211_c0_seq1|m.11784	tr:a8y3q5_caebra8y3q5 protein cbg23522 os=caenorhabditis briggsae gn=cbg23522 pe=4 sv=1	324	20	0.0E0	70.6%										
comp10213_c0_seq1|m.11785	tr:u6pxl7_haecou6pxl7 rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_01994900 pe=4 sv=1	469	20	0.0E0	79.25%										
comp10213_c0_seq2|m.11786	tr:u6pxl7_haecou6pxl7 rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_01994900 pe=4 sv=1	462	20	0.0E0	79.2%										
comp10214_c0_seq1|m.11787	tr:a0a0d8yar2_dicvia0a0d8yar2 histone h3 os=dictyocaulus viviparus gn=dicviv_00607 pe=3 sv=1	136	20	1.5E-73	100%										
comp10214_c0_seq2|m.11788	tr:a0a0d8yar2_dicvia0a0d8yar2 histone h3 os=dictyocaulus viviparus gn=dicviv_00607 pe=3 sv=1	136	20	1.2E-72	99%										
comp10215_c1_seq1|m.11789	tr:a0a0c2gwh8_9bilaa0a0c2gwh8 glyoxal reductase domain protein os=ancylostoma duodenale gn=ancduo_06302 pe=4 sv=1	298	20	2.6E-175	80.9%										
comp10215_c1_seq2|m.11790	tr:a0a0c2gwh8_9bilaa0a0c2gwh8 glyoxal reductase domain protein os=ancylostoma duodenale gn=ancduo_06302 pe=4 sv=1	318	20	1.3E-171	76.3%										
comp10216_c0_seq1|m.11791	tr:a0a0b1tag1_oesdea0a0b1tag1 sh3 domain protein os=oesophagostomum dentatum gn=oesden_07747 pe=4 sv=1	578	20	0.0E0	70.9%										
comp10217_c0_seq1|m.11792	tr:u6nkd9_haecou6nkd9 short-chain dehydrogenase reductase sdr domain containing protein os=haemonchus contortus gn=hcoi_00132800 pe=4 sv=1	332	20	8.7E-166	77.75%										
comp10217_c0_seq2|m.11793	tr:u6nkd9_haecou6nkd9 short-chain dehydrogenase reductase sdr domain containing protein os=haemonchus contortus gn=hcoi_00132800 pe=4 sv=1	228	20	1.6E-99	76.55%										
comp10219_c0_seq1|m.11794	tr:u6p789_haecou6p789 chaperonin cpn60 tcp-1 domain containing protein os=haemonchus contortus gn=hcoi_00930500 pe=3 sv=1	556	20	0.0E0	89.7%										
comp10220_c0_seq1|m.11796	tr:a0a0d8y7d1_dicvia0a0d8y7d1 inhibitor of growth protein os=dictyocaulus viviparus gn=dicviv_01691 pe=3 sv=1	264	20	8.4E-107	70.95%										
comp10221_c0_seq1|m.11800	tr:u6pnm9_haecou6pnm9 protein os=haemonchus contortus gn=hcoi_00026400 pe=4 sv=1	177	20	6.2E-73	65.25%										
comp10221_c0_seq2|m.11801	tr:u6pnm9_haecou6pnm9 protein os=haemonchus contortus gn=hcoi_00026400 pe=4 sv=1	170	20	3.7E-72	66.15%										
comp10222_c0_seq1|m.11802	tr:u6p6p2_haecou6p6p2 dynamin and ef hand domain containing protein os=haemonchus contortus gn=hcoi_01277000 pe=4 sv=1	956	20	0.0E0	93.25%										
comp10223_c0_seq1|m.11806	tr:a0a0d8xwp6_dicvia0a0d8xwp6 cytochrome b5-like heme steroid binding domain protein os=dictyocaulus viviparus gn=dicviv_04910 pe=4 sv=1	250	20	5.7E-103	71.95%										
comp10223_c0_seq1|m.11807	---NA---	118	0	-	-										
comp10223_c0_seq2|m.11809	---NA---	108	0	-	-										
comp10223_c0_seq2|m.11808	tr:a0a0b1syb3_oesdea0a0b1syb3 cytochrome b5-like heme steroid binding domain protein os=oesophagostomum dentatum gn=oesden_11702 pe=4 sv=1	336	20	3.9E-163	75.45%										
comp10225_c0_seq2|m.11812	tr:u6nzy1_haecou6nzy1 tm2 domain containing protein os=haemonchus contortus gn=hcoi_00833100 pe=4 sv=1	199	20	3.6E-79	76.85%										
comp10228_c0_seq1|m.11819	tr:a0a016syu8_9bilaa0a016syu8 histone h2b os=ancylostoma ceylanicum gn= pe=3 sv=1	132	20	1.4E-65	95.35%										
comp10229_c0_seq1|m.11820	tr:u6nrt6_haecou6nrt6 parasitic stage specific protein 1 os=haemonchus contortus gn=hcoi_00453100 pe=4 sv=1	210	20	4.3E-66	65.8%										
comp10230_c0_seq1|m.11821	tr:u6pzc9_haecou6pzc9 nuclear protein hcc-1 os=haemonchus contortus gn=hcoi_01070200 pe=4 sv=1	245	20	3.8E-85	60.9%										
comp10233_c0_seq1|m.11823	tr:a0a0d8xfe9_dicvia0a0d8xfe9 enoyl- hydratase isomerase family protein os=dictyocaulus viviparus gn=dicviv_10628 pe=4 sv=1	224	20	2.8E-70	70.75%										
comp10233_c0_seq2|m.11825	tr:a0a0c2d4u2_9bilaa0a0c2d4u2 enoyl- hydratase isomerase family protein os=ancylostoma duodenale gn=ancduo_05126 pe=4 sv=1	298	20	6.1E-177	82.05%										
comp10234_c0_seq1|m.11827	tr:u6pxl7_haecou6pxl7 rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_01994900 pe=4 sv=1	107	10	4.2E-26	86%										
comp10235_c0_seq3|m.11832	TR:A0A0K0DEV5_ANGCAA0A0K0DEV5 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	112	1	2.7E-4	64%										
comp10236_c0_seq1|m.11833	tr:a0a0d8y3x5_dicvia0a0d8y3x5 zinc c2h2 type os=dictyocaulus viviparus gn=dicviv_02221 pe=4 sv=1	424	20	2.3E-173	70.95%										
comp10237_c0_seq1|m.11839	tr:u6p536_haecou6p536 protein isoform b os=haemonchus contortus gn=hcoi_00755700 pe=4 sv=1	429	20	0.0E0	73.6%										
comp10240_c0_seq1|m.11844	tr:a0a0d8xi63_dicvia0a0d8xi63 piwi-like protein os=dictyocaulus viviparus gn=dicviv_10551 pe=3 sv=1	360	19	2.3E-173	65.89%										
comp10241_c0_seq1|m.11850	tr:u6p7l9_haecou6p7l9 arrestin domain containing protein os=haemonchus contortus gn=hcoi_00731200 pe=4 sv=1	439	20	0.0E0	86.9%										
comp10242_c0_seq1|m.11851	tr:u6p9a9_haecou6p9a9 rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_01026100 pe=4 sv=1	332	20	4.9E-117	65.45%										
