SeqName: ORFS:ptns	Description hits againt uniruniref100	Length	#Hits	e-Value	sim mean										
comp10139_c0_seq1|m.11620	uniref100_a0a0d8 y383class ii aldolase and adducin domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y383_dicvi	1058	20	0.0E0	65.9%										
comp10140_c0_seq1|m.11622	uniref100_w6nxv6 snare-associated protein snapin n=1 tax=haemonchus contortus =w6nxv6_haeco	122	20	6.8E-47	74.75%										
comp10140_c0_seq2|m.11623	uniref100_w6nxv6 snare-associated protein snapin n=1 tax=haemonchus contortus =w6nxv6_haeco	141	20	1.9E-31	73.8%										
comp10141_c0_seq1|m.11624	uniref100_a0a0d8 x9b8zinc c4 type n=1 tax=dictyocaulus viviparus =a0a0d8x9b8_dicvi	435	20	0.0E0	80.25%										
comp10141_c0_seq2|m.11625	uniref100_a0a0d8 x9b8zinc c4 type n=1 tax=dictyocaulus viviparus =a0a0d8x9b8_dicvi	435	20	0.0E0	80.1%										
comp10142_c0_seq1|m.11626	---NA---	106	0	-	-										
comp10142_c0_seq2|m.11627	---NA---	116	0	-	-										
comp10142_c0_seq3|m.11628	uniref100_u6nyf8 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6nyf8_haeco	185	20	2.0E-50	74.9%										
comp10142_c0_seq3|m.11630	---NA---	99	0	-	-										
comp10144_c0_seq1|m.11634	uniref100_u6puq4 c2 calcium-dependent membrane targeting and ww rsp5 wwp and hect domain containing protein n=2 tax=strongylida =u6puq4_haeco	749	20	0.0E0	80.9%										
comp10144_c0_seq2|m.11635	uniref100_u6puq4 c2 calcium-dependent membrane targeting and ww rsp5 wwp and hect domain containing protein n=2 tax=strongylida =u6puq4_haeco	729	20	0.0E0	82.1%										
comp10145_c0_seq1|m.11637	uniref100_u6pxs4 vacuolar protein sorting-associated protein 35 domain containing protein n=1 tax=haemonchus contortus =u6pxs4_haeco	802	20	0.0E0	79.25%										
comp10147_c0_seq1|m.11640	---NA---	127	0	-	-										
comp10147_c0_seq2|m.11641	uniref100_a8xyz3 protein cbg20929 n=1 tax=caenorhabditis briggsae =a8xyz3_caebr	304	20	8.4E-136	80.65%										
comp10148_c0_seq1|m.11643	uniref100_u6nx29 vps52 sac2 domain containing protein n=1 tax=haemonchus contortus =u6nx29_haeco	416	20	0.0E0	79.45%										
comp10148_c0_seq1|m.11644	uniref100_a0a0c2gn52 vps52 sac2 family protein n=1 tax=ancylostoma duodenale =a0a0c2gn52_9bila	319	20	3.3E-150	78.15%										
comp10149_c0_seq1|m.11646	uniref100_u6pgy0 leucine rich repeat family protein n=1 tax=haemonchus contortus =u6pgy0_haeco	788	20	0.0E0	71.85%										
comp10150_c0_seq1|m.11647	uniref100_a0a0d8xj69 sulfhydryl oxidase n=1 tax=dictyocaulus viviparus =a0a0d8xj69_dicvi	342	20	8.1E-124	59.05%										
comp10150_c0_seq2|m.11648	uniref100_a0a0d8xj69 sulfhydryl oxidase n=1 tax=dictyocaulus viviparus =a0a0d8xj69_dicvi	594	20	0.0E0	53.85%										
comp10151_c0_seq2|m.11650	uniref100_u6pme0 swib mdm2 domain containing protein n=1 tax=haemonchus contortus =u6pme0_haeco	470	20	0.0E0	84.75%										
comp10152_c0_seq3|m.11657	isoform k n=1 tax=caenorhabditis elegans =d0vwm5_caeel	653	20	5.4E-89	70.45%										
comp10153_c0_seq1|m.11660	uniref100_w6nbb9 patched domain containing protein n=1 tax=haemonchus contortus =w6nbb9_haeco	840	20	0.0E0	65.65%										
comp10154_c0_seq1|m.11661	uniref100_u6nu58 loc443605 protein n=1 tax=haemonchus contortus =u6nu58_haeco	500	20	0.0E0	72.75%										
comp10155_c0_seq2|m.11665	uniref100_upi0006441f2f uncharacterized membrane protein c19orf24 homolog n=1 tax=clupea harengus =upi0006441f2f	103	9	4.6E-35	70.22%										
comp10157_c0_seq1|m.11668	uniref100_a0a016x157 palmitoyltransferase n=1 tax=ancylostoma ceylanicum =a0a016x157_9bila	173	20	2.0E-55	66.1%										
comp10157_c0_seq2|m.11670	uniref100_a0a016x157 palmitoyltransferase n=1 tax=ancylostoma ceylanicum =a0a016x157_9bila	437	20	0.0E0	66.4%										
comp10158_c0_seq1|m.11672	uniref100_w2t7c2 aldehyde dehydrogenase family protein n=1 tax=necator americanus =w2t7c2_necam	509	20	0.0E0	78.9%										
comp10161_c0_seq1|m.11675	uniref100_u6ptd0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_793 n=1 tax=haemonchus contortus =u6ptd0_haeco	318	6	1.0E-40	52%										
comp10163_c0_seq1|m.11678	uniref100_a0a0d8 xng6gnt-i family protein n=1 tax=dictyocaulus viviparus =a0a0d8xng6_dicvi	453	20	0.0E0	69.85%										
comp10165_c0_seq1|m.11683	uniref100_u6nvw1 sea domain containing protein n=1 tax=haemonchus contortus =u6nvw1_haeco	845	20	1.8E-87	65.1%										
comp10166_c0_seq1|m.11684	---NA---	114	0	-	-										
comp10167_c0_seq1|m.11685	uniref100_u6nph1 protein isoform b n=1 tax=haemonchus contortus =u6nph1_haeco	333	20	1.8E-145	80.6%										
comp10168_c0_seq1|m.11687	uniref100_u6nl59 tyrosine protein kinase domain containing protein n=1 tax=haemonchus contortus =u6nl59_haeco	253	20	2.2E-45	68.15%										
comp10168_c0_seq2|m.11688	uniref100_u6nl59 tyrosine protein kinase domain containing protein n=1 tax=haemonchus contortus =u6nl59_haeco	262	20	4.9E-45	68%										
comp10170_c0_seq1|m.11690	uniref100_u6q0p9 madf and serine threonine protein kinase-related domain containing protein n=1 tax=haemonchus contortus =u6q0p9_haeco	426	20	0.0E0	78.5%										
comp10170_c0_seq2|m.11691	uniref100_u6nva4 madf domain containing protein n=1 tax=haemonchus contortus =u6nva4_haeco	105	5	8.6E-25	91.4%										
comp10171_c0_seq1|m.11692	uniref100_a0a0d6 lqm9patched family protein n=1 tax=ancylostoma ceylanicum =a0a0d6lqm9_9bila	793	20	0.0E0	74.05%										
comp10171_c0_seq2|m.11693	uniref100_a0a0d6 lqm9patched family protein n=1 tax=ancylostoma ceylanicum =a0a0d6lqm9_9bila	304	20	7.0E-140	72%										
comp10172_c0_seq2|m.11695	uniref100_a0a0d6 mbp7sh2 domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6mbp7_9bila	102	20	2.3E-33	74.25%										
comp10173_c0_seq1|m.11697	uniref100_u6nwb8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1686 n=1 tax=haemonchus contortus =u6nwb8_haeco	390	12	2.4E-59	62.25%										
comp10173_c0_seq2|m.11698	uniref100_u6nwb8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1686 n=1 tax=haemonchus contortus =u6nwb8_haeco	413	12	2.3E-69	62.42%										
comp10174_c0_seq1|m.11699	uniref100_a0a0d8ycj5 poly-u binding splicing half-pint family n=1 tax=dictyocaulus viviparus =a0a0d8ycj5_dicvi	781	20	0.0E0	74.4%										
comp10176_c0_seq1|m.11707	uniref100_a0a0b1ts11 trna-dihydrouridine synthase n=1 tax=oesophagostomum dentatum =a0a0b1ts11_oesde	321	20	1.6E-142	81.25%										
comp10176_c0_seq4|m.11710	uniref100_u6nwj6 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_17 n=1 tax=haemonchus contortus =u6nwj6_haeco	230	20	3.8E-89	82%										
comp10177_c0_seq1|m.11711	uniref100_u6p7a0 tetratricopeptide tpr-1 and tetratricopeptide tpr2 domain containing protein n=1 tax=haemonchus contortus =u6p7a0_haeco	1115	20	0.0E0	88.15%										
comp10178_c0_seq1|m.11712	uniref100_w6ndz3 major sperm protein n=2 tax=haemonchus contortus =w6ndz3_haeco	140	20	4.9E-74	98.75%										
comp10179_c0_seq1|m.11717	---NA---	152	0	-	-										
comp10179_c0_seq1|m.11716	uniref100_u6p9m3 m-phase phosphoprotein 6 domain containing protein n=1 tax=haemonchus contortus =u6p9m3_haeco	187	20	5.3E-39	60.1%										
comp10179_c0_seq2|m.11718	uniref100_a0a0c2 dgg6nuc173 domain protein n=1 tax=ancylostoma duodenale =a0a0c2dgg6_9bila	1293	20	0.0E0	70.1%										
comp10180_c0_seq1|m.11722	snf2 family n=1 tax=oesophagostomum dentatum =a0a0b1tea5_oesde	922	20	0.0E0	75.1%										
comp10181_c0_seq1|m.11723	uniref100_u6pk12 traub domain containing protein n=1 tax=haemonchus contortus =u6pk12_haeco	512	20	3.0E-126	61.9%										
comp10183_c0_seq2|m.11724	briggsae cbr-lin-33 protein n=1 tax=haemonchus contortus =u6ppe1_haeco	161	20	3.4E-76	81.15%										
comp10185_c0_seq1|m.11726	uniref100_u6p4n3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_291 n=1 tax=haemonchus contortus =u6p4n3_haeco	266	12	1.4E-99	69.42%										
comp10186_c0_seq2|m.11727	uniref100_a0a0d8y1n4 elmo ced-12 family protein n=1 tax=dictyocaulus viviparus =a0a0d8y1n4_dicvi	281	20	4.8E-102	62.05%										
comp10186_c0_seq3|m.11728	uniref100_a0a0d8y1n4 elmo ced-12 family protein n=1 tax=dictyocaulus viviparus =a0a0d8y1n4_dicvi	295	20	3.6E-106	60.3%										
comp10187_c0_seq1|m.11729	uniref100_e3cu94 protein cbg23144 n=1 tax=caenorhabditis briggsae =e3cu94_caebr	368	20	1.8E-125	70.45%										
comp10188_c0_seq2|m.11731	uniref100_u6pmq2 peptidase c54 and phosphoribosyltransferase domain containing protein n=1 tax=haemonchus contortus =u6pmq2_haeco	110	20	6.9E-37	78.95%										
comp10189_c0_seq1|m.11732	short chain dehydrogenase reductase family protein n=1 tax=ancylostoma duodenale =a0a0c2g383_9bila	415	20	0.0E0	80.45%										
comp10190_c0_seq1|m.11733	uniref100_u6p7c3 fmrfamide-related peptide domain containing protein n=1 tax=haemonchus contortus =u6p7c3_haeco	136	20	2.5E-41	68.15%										
comp10191_c0_seq1|m.11736	uniref100_a0a0d8x765 mov34 mpn pad-1 family protein n=1 tax=dictyocaulus viviparus =a0a0d8x765_dicvi	315	20	2.4E-173	79.95%										
comp10191_c0_seq2|m.11737	uniref100_a0a0d8x765 mov34 mpn pad-1 family protein n=1 tax=dictyocaulus viviparus =a0a0d8x765_dicvi	170	20	7.3E-85	91.1%										
comp10191_c0_seq3|m.11738	uniref100_a0a0d8x765 mov34 mpn pad-1 family protein n=1 tax=dictyocaulus viviparus =a0a0d8x765_dicvi	236	20	1.3E-135	86.65%										
comp10192_c0_seq1|m.11739	uniref100_u6p0a0 isocitrate dehydrogenase	391	20	0.0E0	84.75%										
comp10193_c0_seq1|m.11740	UniRuniref100_A0A0D8XJL8 Uncharacterized protein n=1 Tax=Dictyocaulus viviparus RepID=A0A0D8XJL8_DICVI	316	3	9.6E-14	50.67%										
comp10195_c0_seq1|m.11743	uniref100_a0a0d8xmv9 protein-tyrosine phosphatase n=1 tax=dictyocaulus viviparus =a0a0d8xmv9_dicvi	360	20	5.2E-156	63.6%										
comp10195_c0_seq2|m.11745	uniref100_a0a0d8xmv9 protein-tyrosine phosphatase n=1 tax=dictyocaulus viviparus =a0a0d8xmv9_dicvi	139	20	1.9E-51	67.1%										
comp10196_c0_seq1|m.11746	uniref100_a0a0d8yad9 skip snw domain protein n=1 tax=dictyocaulus viviparus =a0a0d8yad9_dicvi	534	20	0.0E0	84.15%										
comp10199_c0_seq1|m.11748	uniref100_u6nt44 protein pde- isoform e n=1 tax=haemonchus contortus =u6nt44_haeco	233	20	5.0E-53	74.4%										
comp10199_c0_seq2|m.11750	uniref100_u4pri1 pde- isoform h n=2 tax=caenorhabditis elegans =u4pri1_caeel	113	15	5.2E-31	87.6%										
comp10199_c0_seq3|m.11751	uniref100_w2t1d2 3 5 -cyclic nucleotide phosphodiesterase n=1 tax=necator americanus =w2t1d2_necam	461	20	0.0E0	80.65%										
comp10199_c0_seq4|m.11752	uniref100_q8i0p7 probable 3 -cyclic phosphodiesterase pde-3 n=6 tax=caenorhabditis elegans =pde3_caeel	581	20	0.0E0	81.3%										
comp10201_c0_seq1|m.11755	uniref100_a0a0d8x8l4 gmp reductase n=1 tax=dictyocaulus viviparus =a0a0d8x8l4_dicvi	163	20	4.0E-64	82.6%										
comp10201_c0_seq2|m.11756	uniref100_a0a0d6mcn8 gmp reductase n=1 tax=ancylostoma ceylanicum =a0a0d6mcn8_9bila	352	20	6.9E-176	88.05%										
comp10202_c0_seq1|m.11758	briggsae cbr-pqn-20 protein n=1 tax=haemonchus contortus =u6nqv1_haeco	468	14	0.0E0	69.79%										
comp10203_c0_seq1|m.11759	uniref100_u6nwc1 poly polymerase and nucleotidyltransferase domain containing protein n=1 tax=haemonchus contortus =u6nwc1_haeco	662	20	0.0E0	74.25%										
comp10204_c0_seq2|m.11761	uniref100_u6p9h9 heat shock protein domain containing protein n=1 tax=haemonchus contortus =u6p9h9_haeco	325	20	1.4E-135	75.75%										
comp10205_c1_seq1|m.11762	uniref100_w2sg18 ibr domain protein n=2 tax=strongylida =w2sg18_necam	496	20	0.0E0	75.85%										
comp10205_c1_seq1|m.11764	---NA---	100	0	-	-										
comp10206_c0_seq2|m.11768	uniref100_u6phq3 zinc finger and nhl repeat domain containing protein n=1 tax=haemonchus contortus =u6phq3_haeco	837	20	0.0E0	82.15%										
comp10207_c0_seq1|m.11774	---NA---	245	0	-	-										
comp10207_c0_seq2|m.11775	---NA---	214	0	-	-										
comp10208_c0_seq2|m.11776	uniref100_a0a0d8y206 tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	159	8	3.0E-11	53.63%										
comp10208_c0_seq3|m.11778	uniref100_a0a0d8y206 tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	175	8	5.4E-16	48.88%										
comp10210_c0_seq1|m.11782	uniref100_u6p172 tau-tubulin kinase 1 n=1 tax=haemonchus contortus =u6p172_haeco	334	20	5.3E-136	69.55%										
comp10210_c0_seq2|m.11783	uniref100_u6p172 tau-tubulin kinase 1 n=1 tax=haemonchus contortus =u6p172_haeco	267	20	1.6E-102	70.2%										
comp10211_c0_seq1|m.11784	uniref100_a8y3q5 protein cbg23522 n=1 tax=caenorhabditis briggsae =a8y3q5_caebr	324	17	4.1E-133	67.59%										
comp10213_c0_seq1|m.11785	uniref100_u6pxl7 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6pxl7_haeco	469	20	0.0E0	75.45%										
comp10213_c0_seq2|m.11786	uniref100_u6pxl7 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6pxl7_haeco	462	20	0.0E0	75.7%										
comp10214_c0_seq1|m.11787	uniref100_upi0005 acbbcb low quality protein: histone n=1 tax=felis catus =upi0005acbbcb	136	20	6.7E-72	99.95%										
comp10214_c0_seq2|m.11788	uniref100_upi0005 acbbcb low quality protein: histone n=1 tax=felis catus =upi0005acbbcb	136	20	5.8E-71	99%										
comp10215_c1_seq1|m.11789	uniref100_a0a0c2gwh8 glyoxal reductase domain protein n=1 tax=ancylostoma duodenale =a0a0c2gwh8_9bila	298	20	3.0E-140	80.5%										
comp10215_c1_seq2|m.11790	uniref100_a0a0c2gwh8 glyoxal reductase domain protein n=1 tax=ancylostoma duodenale =a0a0c2gwh8_9bila	318	20	1.4E-136	75.8%										
comp10216_c0_seq1|m.11791	uniref100_a0a0b1tag1 sh3 domain protein n=1 tax=oesophagostomum dentatum =a0a0b1tag1_oesde	578	20	0.0E0	71.4%										
comp10217_c0_seq1|m.11792	uniref100_u6nkd9 short-chain dehydrogenase reductase sdr domain containing protein n=1 tax=haemonchus contortus =u6nkd9_haeco	332	20	1.7E-156	76.1%										
comp10217_c0_seq2|m.11793	uniref100_u6nkd9 short-chain dehydrogenase reductase sdr domain containing protein n=1 tax=haemonchus contortus =u6nkd9_haeco	228	20	1.2E-97	75.9%										
comp10219_c0_seq1|m.11794	uniref100_u6p789 chaperonin cpn60 tcp-1 domain containing protein n=1 tax=haemonchus contortus =u6p789_haeco	556	20	0.0E0	89.7%										
comp10220_c0_seq1|m.11796	uniref100_a0a0d8y7d1 inhibitor of growth protein n=1 tax=dictyocaulus viviparus =a0a0d8y7d1_dicvi	264	20	1.5E-84	64.1%										
comp10221_c0_seq1|m.11800	uniref100_u6pnm9 protein n=1 tax=haemonchus contortus =u6pnm9_haeco	177	20	6.9E-35	63.4%										
comp10221_c0_seq2|m.11801	uniref100_u6pnm9 protein n=1 tax=haemonchus contortus =u6pnm9_haeco	170	20	2.0E-34	64.25%										
comp10222_c0_seq1|m.11802	uniref100_u6p6p2 dynamin and ef hand domain containing protein n=1 tax=haemonchus contortus =u6p6p2_haeco	956	20	0.0E0	91.4%										
comp10223_c0_seq1|m.11806	uniref100_a0a0d8xwp6 cytochrome b5-like heme steroid binding domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xwp6_dicvi	250	20	8.2E-96	70.75%										
comp10223_c0_seq1|m.11807	---NA---	118	0	-	-										
comp10223_c0_seq2|m.11809	---NA---	108	0	-	-										
comp10223_c0_seq2|m.11808	uniref100_a0a0b1syb3 cytochrome b5-like heme steroid binding domain protein n=1 tax=oesophagostomum dentatum =a0a0b1syb3_oesde	336	20	7.4E-150	74.35%										
comp10225_c0_seq2|m.11812	uniref100_u6nzy1 tm2 domain containing protein n=1 tax=haemonchus contortus =u6nzy1_haeco	199	20	2.5E-77	74.8%										
comp10228_c0_seq1|m.11819	uniref100_a0a016syu8 histone h2b n=1 tax=ancylostoma ceylanicum =a0a016syu8_9bila	132	20	3.5E-56	93%										
comp10229_c0_seq1|m.11820	uniref100_u6nrt6 parasitic stage specific protein 1 n=1 tax=haemonchus contortus =u6nrt6_haeco	210	20	3.2E-64	63.5%										
comp10230_c0_seq1|m.11821	uniref100_u6pzc9 nuclear protein hcc-1 n=1 tax=haemonchus contortus =u6pzc9_haeco	245	20	3.0E-83	60.65%										
comp10233_c0_seq1|m.11823	uniref100_a0a0d8xfe9 enoyl- hydratase isomerase family protein n=1 tax=dictyocaulus viviparus =a0a0d8xfe9_dicvi	224	20	9.3E-58	67.8%										
comp10233_c0_seq2|m.11825	uniref100_a0a0c2d4u2 enoyl- hydratase isomerase family protein n=1 tax=ancylostoma duodenale =a0a0c2d4u2_9bila	298	20	5.5E-132	79.95%										
comp10234_c0_seq1|m.11827	uniref100_u6pxl7 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6pxl7_haeco	107	8	4.8E-24	85.63%										
comp10235_c0_seq3|m.11832	---NA---	112	0	-	-										
comp10236_c0_seq1|m.11833	uniref100_a0a0d8y3x5 zinc c2h2 type n=1 tax=dictyocaulus viviparus =a0a0d8y3x5_dicvi	424	20	2.6E-171	71.7%										
comp10237_c0_seq1|m.11839	uniref100_u6p536 protein isoform b n=1 tax=haemonchus contortus =u6p536_haeco	429	20	7.0E-160	70.25%										
comp10240_c0_seq1|m.11844	uniref100_a0a0d8xi63 piwi-like protein n=1 tax=dictyocaulus viviparus =a0a0d8xi63_dicvi	360	20	2.2E-97	62.05%										
comp10241_c0_seq1|m.11850	uniref100_u6p7l9 arrestin domain containing protein n=1 tax=haemonchus contortus =u6p7l9_haeco	439	20	0.0E0	86.8%										
comp10242_c0_seq1|m.11851	uniref100_u6p9a9 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6p9a9_haeco	332	20	4.4E-115	63.95%										
comp10242_c0_seq2|m.11852	uniref100_u6p9a9 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6p9a9_haeco	113	20	8.5E-31	68.15%										
comp10243_c0_seq1|m.11853	uniref100_u6nrc3 dna helicase and ef hand domain containing protein n=1 tax=haemonchus contortus =u6nrc3_haeco	706	20	0.0E0	64.8%										
comp10244_c0_seq1|m.11854	uniref100_u6pz17 protein trt- isoform a n=1 tax=haemonchus contortus =u6pz17_haeco	260	6	2.6E-65	66%										
comp10244_c0_seq2|m.11855	uniref100_u6pz17 protein trt- isoform a n=1 tax=haemonchus contortus =u6pz17_haeco	113	5	3.1E-18	72.6%										
comp10244_c0_seq3|m.11856	uniref100_u6pz17 protein trt- isoform a n=1 tax=haemonchus contortus =u6pz17_haeco	396	7	2.9E-74	59.14%										
comp10245_c0_seq1|m.11857	uniref100_w2sra2 zinc c2h2 type n=1 tax=necator americanus =w2sra2_necam	429	20	1.1E-178	68%										
comp10245_c0_seq1|m.11858	---NA---	132	0	-	-										
comp10245_c0_seq2|m.11860	uniref100_w2sra2 zinc c2h2 type n=1 tax=necator americanus =w2sra2_necam	246	20	4.2E-93	63.05%										
comp10248_c0_seq1|m.11862	uniref100_u6nzd9 protein-tyrosine-phosphatase n=1 tax=haemonchus contortus =u6nzd9_haeco	458	20	0.0E0	78.7%										
comp10249_c0_seq1|m.11864	uniref100_a0a0c2d0g6 cx module n=1 tax=ancylostoma duodenale =a0a0c2d0g6_9bila	174	20	1.5E-27	69.3%										
comp10249_c0_seq2|m.11865	uniref100_a0a0c2d0g6 cx module n=1 tax=ancylostoma duodenale =a0a0c2d0g6_9bila	287	20	2.1E-49	62.6%										
comp10250_c0_seq2|m.11867	uniref100_a0a0c2 ffl6pex19 family protein n=1 tax=ancylostoma duodenale =a0a0c2ffl6_9bila	174	20	5.5E-71	71.1%										
comp10251_c0_seq1|m.11868	uniref100_u6nw07 dead2 and peptidase c19 domain containing protein n=1 tax=haemonchus contortus =u6nw07_haeco	1327	20	0.0E0	59.55%										
comp10252_c0_seq1|m.11872	uniref100_a0a0d6mcl9 emp24 gp25l p24 family protein n=2 tax=ancylostoma ceylanicum =a0a0d6mcl9_9bila	251	20	8.7E-99	83.65%										
comp10253_c0_seq1|m.11873	uniref100_u6pzf5 potassium channel and ion transport domain containing protein n=1 tax=haemonchus contortus =u6pzf5_haeco	579	20	0.0E0	86%										
comp10253_c0_seq2|m.11874	uniref100_g5ec00 shw- isoform h n=2 tax=caenorhabditis =g5ec00_caeel	260	20	7.3E-111	96.2%										
comp10254_c0_seq2|m.11878	uniref100_u6p7b2 receptor protein-tyrosine kinase n=1 tax=haemonchus contortus =u6p7b2_haeco	1817	20	0.0E0	71.4%										
comp10255_c0_seq2|m.11888	uniref100_a0a0d8 y3c1 -like protein n=1 tax=dictyocaulus viviparus =a0a0d8y3c1_dicvi	328	20	2.1E-139	72.7%										
comp10256_c0_seq1|m.11891	uniref100_u6nsz3 protein n=1 tax=haemonchus contortus =u6nsz3_haeco	377	20	2.5E-104	58.95%										
comp10257_c0_seq1|m.11892	uniref100_u6pmr9 atpase domain containing protein n=1 tax=haemonchus contortus =u6pmr9_haeco	752	20	0.0E0	85.4%										
comp10258_c0_seq1|m.11894	---NA---	125	0	-	-										
comp10258_c0_seq1|m.11893	uniref100_u6njf9 protein drr-1 n=1 tax=haemonchus contortus =u6njf9_haeco	221	14	2.1E-68	77.5%										
comp10258_c0_seq2|m.11895	uniref100_u6njf9 protein drr-1 n=1 tax=haemonchus contortus =u6njf9_haeco	205	14	9.0E-69	77.5%										
comp10258_c0_seq2|m.11896	---NA---	109	0	-	-										
